adjusted_date,headline,summary
2023-07-17 04:00:00+00:00,"US Stocks Mixed  Bank of America Tops Q2 Views Morgan Stanley, Charles Schwab, Bank of America, And Other Big Stocks Moving Higher On Tuesday Bank Of America CEO Moynihan Says Inflation Is Getting Under Control  Still Sees 2024 Recession, But Milder, Shorter  Deal Pipeline Will Stay With Stability Dow Enters Bull Market, Banks And Energy Lead  Microsoft Achieves Record High On AI Innovation  Tuesday's Market Movers Big Banks Top Q2 Estimates But Fail To Excite The Market As Caution Is In The Air Tuesday's Earnings Report  US Banks Beat Estimates As Higher Interest Rates, Fees Offer Profit Boost NBCUniversal's Peacock Raises Prices First Time Since Launch, Warren Buffett Sells Majority of Activision Blizzard Stake Before Microsoft Deal Approval, Novartis Launches  15B Share Buyback  Today's Top Stories Bank of America, Morgan Stanley, Charles Schwab Report Tuesday  Earnings Season Heats Up","U.S. stocks traded mixed this morning, with the Dow Jones gaining around 70 points on Tuesday.    Following the market opening Tuesday, the Dow traded up 0.20  to 34,655.10 while the NASDAQ fell 0.38  to 14,190.20. The S&amp P 500, also fell, declining, 0.05  to 4,520.47. U.S. stocks traded mostly higher, with the Dow Jones gaining over 200 points on Tuesday. Here are some big stocks recording gains in today s session. nan The risk appetite remains very strong among investors, with all major U.S. stock indices pushing higher on Tuesday, following robust earnings reports. Bank of America Corporation  NYSE  BAC  posted a second quarter profit that beat analyst forecasts as the company boosted interest income due to higher interest rates.   Wall Street Journal  "
2023-07-18 04:00:00+00:00,"Bank of America, Morgan Stanley And 3 Stocks To Watch Heading Into Tuesday Stocks Extend Gains, Dow Tops 35,000, Dollar Rebounds  What's Driving Markets Wednesday? 10 Financials Stocks With Whale Alerts In Today's Session What's Going On With Bank Of America Shares Morgan Stanley Maintains Equal Weight on Bank of America, Raises Price Target to  34 BMO Capital Maintains Market Perform on Bank of America, Lowers Price Target to  40 BofA CEO Says Consumer Is Healthy, Inflation Appears To Be 'Under Control' Following Better Than Expected Q2 Earnings Earnings Scheduled For July 18, 2023 Bank of America Clocks 19  Q2 Net Income Growth  Performance By The Numbers Bank of America CFO Said Bank Managing Headcount Through Attrition  Media Call Bank Of America CFO Said Continues To See A Healthy Us Economy But Growing At A Slower Pace   Media Call Bank Of America Q2 Provision For Credit Losses  1.125B vs  523M YoY Bank of America Q2 Sales  25.33B Beat  25.05B Estimate Bank of America Q2 EPS  0.88 Beats  0.84 Estimate Market Volatility Increases Following China Data  S&P 500 Settles Higher Fear & Greed Index Remains In 'Extreme Greed' Zone After Dow Gains For Sixth Consecutive Session","With U.S. stock futures trading slightly lower this morning on Tuesday, some of the stocks that may grab investor focus today are as follows  U.S. stocks are continuing their rally Wednesday, with the S&amp P 500 index on track for its seventh positive session in the last eight, reaching levels last seen in early April 2022.   Bank of America Corp  NYSE  BAC  shares are trading higher by 1.47  to  31.15 Wednesday morning. nan nan Following Bank of America Corp& 39 s  NYSE  BAC  better than expected quarterly results, CEO Brian Moynihan said the bank& 39 s deposits remain stable, and the  Companies Reporting Before The Bell      Novartis  NYSE NVS  is likely to report quarterly earnings at  1.66 per share on revenue of  13.17 billion. Bank of America Corp  NYSE  BAC  shares are up Tuesday morning following its second quarter results that surpassed the Street view. nan nan nan nan nan The S&amp P 500 closed higher on Monday, as investors digested recent economic data from China. The CNN Money Fear and Greed index remained in the & 34 Extreme Greed& 34  zone on Monday.    The Dow Jones recorded gains for the sixth straight session on Monday, and settled at its highest level in 2023."
2023-07-19 04:00:00+00:00,"10 Financials Stocks With Whale Alerts In Today's Session This Is What Whales Are Betting On Bank of America Bank Of America Increases Common Stock Dividend From  0.22 To  0.24 Per Share Bank of America's Q2 Earnings Beat Estimates Amid Fed Rate Hikes  What Analysts Are Saying Oppenheimer Maintains Outperform on Bank of America, Raises Price Target to  52 Market Volatility Declines Following Strong Bank Earnings  S&P 500 Settles Higher Investor Optimism Improves After Dow Rises For Seventh Straight Session","    nan Bank of America Corp  NYSE BAC  on Tuesday issued second quarter earnings which beat consensus estimates as the company   like all banks   brought in more interest income amid the Federal Reserve& 39 s latest rate hike campaign. nan The S&amp P 500 closed higher on Tuesday, following solid bank earnings. The CNN Money Fear and Greed index showed an improvement in overall sentiment among U.S. investors on Tuesday.    The Dow Jones gained more than 300 points, recording gains for the seventh straight session on Tuesday."
2023-07-20 04:00:00+00:00,10 Financials Stocks With Whale Alerts In Today's Session Peering Into Bank of America's Recent Short Interest,   
2023-07-21 04:00:00+00:00,"Dow Jones Leads Weekly Gains As Tesla, Netflix Sell Offs Dent Nasdaq  Big Banks Show Resilience To Volatility", 
2023-07-23 04:00:00+00:00,"WSJ Analysis Shows Bank of America, Huntington National Bank Had Among Biggest Revisions to Uninsured  Analysis Finds Banks Lowered Stated Uninsured Deposits After SVB Collapse Looking At Bank of America's Recent Unusual Options Activity",nan  
2023-07-24 04:00:00+00:00,"Bank of America, Bank of New York Mellon And 2 Other Stocks Insiders Are Selling","The Nasdaq 100 closed slightly higher on Friday. Investors, meanwhile, focused on some notable insider trades."
2023-07-25 04:00:00+00:00,ETF Winners And Losers  Small Cap Fund Flows   Banking ETF Gains Over  400 Million While QQQE Loses Over  350 Million Wall Street Banks Face Regulatory Headwinds That Could Deplete  118 Billion In Excess Capital Value Stocks Defy Rate Hikes  3 Blue Chips Showing Resilience In The Face Of Federal Reserve's Tightening,"We performed a screening of small cap ETFs   defined as having Assets Under Management  AUM  between  400 million and  2 billion   to determine what funds had the largest change in net assets on the week, according to data from etfdb.com. Only non leveraged funds were considered.    U.S. large cap value stocks have outperformed growth peers by a modest margin in July, potentially indicating a reversal of the trend witnessed throughout 2023."
2023-07-26 04:00:00+00:00,"Big Banks To Bolster Capital by 16  Under Proposed US Regulations  Financial Stocks Fall Nasdaq Soars, Meta Rallies, Dow Flirts With Record Streak and Oil Jumps To  80  What's Driving Markets Thursday?","  Investor risk sentiment soared the day after the Federal Reserve s interest rate decision, with technology companies leading gains. "
2023-07-27 04:00:00+00:00,Check Out What Whales Are Doing With BAC, 
2023-07-28 04:00:00+00:00,"The Dow Breaks 13 Day Winning Streak, Fed Raises Interest Rates To 2001 Levels And AI Is The Buzzword For Big Tech Earnings  The Week In The Markets", 
2023-07-29 04:00:00+00:00,"Fed Rate Hike, Wall Street's Regulatory Headwinds, BRICS Gold Currency Moves  Economic Highlights This Week", 
2023-07-31 04:00:00+00:00,This Is What Whales Are Betting On Bank of America, 
2023-08-02 04:00:00+00:00,"Bank Of America Withdraws Recession Forecast Amid Strong Job Market, Expresses Concerns Over New Capital Rules What's Going On With Nvidia Stock Thursday? Bank Of America CEO Moynihan Says Fitch Downgrade Of U.S. Credit Rating Is A Non Event  Near Term Risks To Economies Are Greater Outside The United States Than Inside Bank Of America CEO Moynihan Says Consumer Spending Slowed Down Somewhat In July Bank Of America CEO Moynihan Says Lending Conditions Are Tighter Following Fed Interest Rate Hikes, But Inflation Is Coming Down Bank Of America CEO Brian Moynihan Says Consumers Are Spending More As They Did In 2017 2019","  Nvidia Corp  NASDAQ  NVDA  and peer Advanced Micro Devices, Inc  NASDAQ  AMD  shine buoyed by their artificial intelligence moat as Qualcomm Inc& 39 s  NASDAQ   nan nan nan nan"
2023-08-03 04:00:00+00:00,"JPMorgan Economists Discard Recession Forecast, Join Wave Of Wall Street Optimism What's Going On With Nvidia Stock Friday?",  Nvidia Corp  NASDAQ  NVDA  stock is trading higher Friday as crucial customer Apple Inc  NASDAQ  AAPL  reported third quarter EPS of  1.26 on revenue of  81.8 billion driven by solid Service sector growth
2023-08-04 04:00:00+00:00,"Berkshire's Cash Hoard Swells To  147B As Warren Buffett Led Company's Q2 Operating Earnings Rise 6.6 , Stock Bets Boost Investment Income Tesla, Amazon And 2 Other Stocks Insiders Are Selling","  The Nasdaq 100 closed lower on Thursday. Investors, meanwhile, focused on some notable insider trades."
2023-08-06 04:00:00+00:00,"This Is What Whales Are Betting On Bank of America Buffett On US Rating Downgrade, BoA's Recession Forecast, Krugman On 'Bidenomics' And More  Economic Highlights This Week",   
2023-08-07 04:00:00+00:00,What's Going On With Bank Of America  BAC  And Wells Fargo  WFC  Shares,Bank of America Corp  NYSE  BAC  and Wells Fargo &amp  Co  NYSE  WFC  shares are trading lower Tuesday morning.
2023-08-08 04:00:00+00:00,"US Banking Sector Shaken  Moody's Drops Credit Ratings Of 10 Banks, Sounds Alarm For More Downgrades","Moody s, the well known credit rating organization, downgraded the ratings of 10 U.S. small and mid sized banks by one notch late Monday, sending shockwaves across a sector still reeling from the collapse of regional banks in March."
2023-08-10 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-08-14 04:00:00+00:00,What's Going On With Bank Of America  BAC  And Wells Fargo  WFC  Shares,Bank of America Corp  NYSE  BAC  and Wells Fargo &amp  Co  NYSE  WFC  shares are trading lower Tuesday afternoon.
2023-08-15 04:00:00+00:00,Are US Banks On Shaky Ground? Stocks Tumble As Fitch Sounds Alarm On Potential Downgrades,"Fitch Ratings raised alarms about the looming threat of rating reductions for numerous U.S. banks, with even giants such as JPMorgan Chase &amp  Co.  NYSE  JPM  potentially in the crosshairs.     Chris Wolfe, an analyst at Fitch, highlighted that while the agency lowered its outlook on the banking sector& 39 s health in June, it didn& 39 t result in immediate downgrades. However, a further dip in the industry& 39 s rating from AA  to A  could prompt Fitch to reassess the ratings of over 70 U.S. banks."
2023-08-16 04:00:00+00:00,Bank of America Unusual Options Activity For August 17 Renewable Developer Invenergy And Investors Agree To Transfer  580M In Wind Energy Tax Credits To Bank Of America In First Public Deal For New Market,  nan
2023-08-17 04:00:00+00:00,10 Financials Stocks Whale Activity In Today's Session BILL Holdings' Q4 Results  6 Analysts Respond To Macro Headwinds Impacting Revenue Projections,"  Shares of BILL Holdings Inc  NYSE  BILL  rose in early trading on Friday, amid big moves by Information Technology stocks."
2023-08-18 04:00:00+00:00,"Oppenheimer Maintains Outperform on Bank of America, Lowers Price Target to  49",nan
2023-08-20 04:00:00+00:00,Value Stocks Outshine Growth Amidst Rising Treasury Yields  Key Sectors and Stocks Analyzed,The Vanguard Value Index Fund ETF  ARCA  VTV  has beaten the Vanguard Growth Index Fund ETF  ARCA  VUG  by 5  during the past month. The momentum shift comes as investors recalibrate their strategies amidst fluctuating market dynamics.
2023-08-21 04:00:00+00:00,"10 Financials Stocks With Whale Alerts In Today's Session What's Going On With Bank Of America  BAC  And Wells Fargo  WFC  Shares This Is What Whales Are Betting On Bank of America Arm Ltd Says Barclays, Goldman Sachs & Co Llc, J.P. Morgan, Mizuho, B of A Securities And Citigroup Are Among Underwriters To IPO",  Bank of America Corp  NYSE  BAC  and Wells Fargo &amp  Co  NYSE  WFC  shares are trading lower Tuesday afternoon.   nan
2023-08-23 04:00:00+00:00,"8 Analysts Have This to Say About Bank of America Wells Fargo Maintains Overweight on Bank of America, Lowers Price Target to  40",  nan
2023-08-24 04:00:00+00:00,10 Financials Stocks With Whale Alerts In Today's Session, 
2023-08-28 04:00:00+00:00,Bank of America Unusual Options Activity, 
2023-08-29 04:00:00+00:00,"Is Cathie Wood The Next Warren Buffett? Apple, Tesla Define Their Investment Strategies","With a track record of 60 plus years of strong returns for investors, Warren Buffett, who turns 93 Wednesday, is considered one of the all time"
2023-08-30 04:00:00+00:00,"Monthly Mortgage Payments Just Hit All Time High   And Prices Jumped The Most In 10 Months How Is The Market Feeling About Bank of America? Warren Buffett Turns 93  If You Invested  1000 In Berkshire's Top 5 Stock Bets At The End Of 2022, Here's How Much You'd Have Now",    About 78  of Berkshire& 39 s aggregate fair value of equity investments were concentrated in five companies at the end of the second quarter.
2023-09-04 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-09-06 04:00:00+00:00,"Benzinga's Top Ratings Upgrades, Downgrades For September 7, 2023", 
2023-09-07 04:00:00+00:00,"How To Earn  500 A Month From Gilead Sciences Stock Gilead Sciences Shares Trade Higher After Bullish Analyst Upgrades Stock This Is What Whales Are Betting On Bank of America HSBC Initiates Coverage On Bank of America with Buy Rating, Announces Price Target of  35","Shares of Gilead Sciences, Inc  NASDAQ  GILD  are trading higher during Friday s trading session, bolstered by the Bank of America Securities bullish outlook on the stock. Shares of Gilead Sciences, Inc.  NASDAQ  GILD  are trading higher into Friday s trading session after Bank of America Securities upgraded the stock, highlighting an underappreciated growth potential in its core HIV business and emerging hem   nan"
2023-09-10 04:00:00+00:00,"Bank Of America CFO Says Big Two Drivers In The Quarter Will Be The Markets And Trading Bank Of America CFO Says Loan Growth Is Definitely Slower, Especially Commercial Side Bank Of America Is Bullish On Raymond James  'Diversified Approach Shines Through'","nan nan In a sector where fluctuating rates often dictate profits, Raymond James Financial  NYSE  RJF  is showing some resilience, underpinned by a diversified profit model that& 39 s envied by many of its interest rate dependent peers."
2023-09-11 04:00:00+00:00,"10 Financials Stocks With Whale Alerts In Today's Session The Latest Analyst Ratings for Bank of America RBC Capital Reiterates Outperform on Bank of America, Maintains  35 Price Target",    nan
2023-09-12 04:00:00+00:00,Bank of America Unusual Options Activity For September 13, 
2023-09-14 04:00:00+00:00,"Piper Sandler Maintains Underweight on Bank of America, Lowers Price Target to  27.5",nan
2023-09-17 04:00:00+00:00,Banks Unite To Combat Big Tech Under Their Turf,"As Apple Inc  NASDAQ  AAPL  and Alphabet  NASDAQ  GOOG  NASDAQ  GOOGL  owned Google penetrated into financial service and realized significant gains with mobile wallets, America&amp rs"
2023-09-19 04:00:00+00:00,Bank of America Unusual Options Activity Bank Of America Increases U.S. Minimum Hourly Wage To  23 As Next Step To  25 By 2025,  nan
2023-09-20 04:00:00+00:00,"What's Going On With Bank Of America Shares Bank Of America CFO Said Adding A Million Credit Cards Per Quarter  Said  Loan Growth Has Been A Little Disappointing Bank Of America CFO Alastair Borthwick At Bank Of America Conference, Said Can Still See Elevated Consumer Buying Behavior  Said It's Difficult To See A U.S. Recession When The Consumer Is Spending 4  Higher YoY",Bank of America Corp  NYSE  BAC  shares are trading lower by 1.2  to  28.20 Thursday afternoon. nan nan
2023-09-21 04:00:00+00:00,Bank of America Unusual Options Activity For September 22, 
2023-09-25 04:00:00+00:00,"This Is What Whales Are Betting On Bank of America Oppenheimer Maintains Outperform on Bank of America, Lowers Price Target to  48",  nan
2023-09-26 04:00:00+00:00,"9 Financials Stocks With Whale Alerts In Today's Session BofA CEO Says There's A Tremendous Amount Of IPO, Buyout Activity Waiting For Market Stability BofA CEO Says Commercial Credit Quality Is Still Very Strong  Consumer Spending Growth Has Slowed Down From A Year Earlier  U.S. Interest Rates Will Probably Stay Up Longer",  nan nan
2023-09-28 04:00:00+00:00,"Looking Into Bank of America's Recent Short Interest 8 CEOs Of The Largest U.S. Banks Will Face Questioning At A Senate Banking Committee Hearing In December  The Banks Include JP Morgan Chase, Bank Of America, Citigroup, Goldman Sachs, Bank Of New York Mellon, Morgan Stanley, State Street, Wells Fargo",  nan
2023-10-01 04:00:00+00:00,10 Financials Stocks With Whale Alerts In Today's Session Can Japan's Economy Continue To Blossom If Bank of Japan Raises Rates? Apparently So.,"  Amid an economic climate of high interest rates in the US and a slumber among China stocks led by a downturn in the property market, Japan s economy lies in stark contrast to the antipathy that investors are feeling elsewhere in the world right now."
2023-10-02 04:00:00+00:00,"Stocks That Hit 52 Week Lows On Tuesday 10 Financials Stocks Whale Activity In Today's Session Analyst Ratings for Bank of America Morgan Stanley Maintains Equal Weight on Bank of America, Lowers Price Target to  32","     On Tuesday, 647 companies set new 52 week lows.     nan"
2023-10-03 04:00:00+00:00,What's Going On With Bank Of America Stock? 10 Financials Stocks With Whale Alerts In Today's Session One Of China's Most Trusted Real Estate Brands Defaults On Billions In Offshore Bonds Looking At Bank of America's Recent Unusual Options Activity Stocks To Watch If Interest Rates Start To Fall,"Bank Of America Corp  NYSE  BAC  shares are trading lower Wednesday, adding to losses of more than 6  over the last week. Here& 39 s a look at what& 39 s going on.    China SCE Group Holdings Ltd. became the latest in a line of Chinese property developers to default on its debt Wednesday, after the company said that it could not meet interest and principal payments for up to  1.8 billion in senior offshore notes.   Treasury yields continued to rise on Tuesday, with the 10 year yield reaching its highest level since 2007."
2023-10-04 04:00:00+00:00,Stocks That Hit 52 Week Lows On Thursday,"     On Thursday, 369 companies hit new 52 week lows."
2023-10-05 04:00:00+00:00,Is There A Real Estate Bubble In Hong Kong That's About To Burst?,"Chinese real estate developers are having some of their worst 12 month periods on record this year, defaulting on billions of debt as they face the new reality of much slower home sales in mainland China."
2023-10-07 04:00:00+00:00,Major Banks Rethink Strategy Amid Challenges Surrounding Musk's Twitter Purchase,"Elon Musk& 39 s acquisition of Twitter, now known as X, has led to unforeseen financial challenges. "
2023-10-08 04:00:00+00:00,Price Over Earnings Overview  Bank of America, 
2023-10-09 04:00:00+00:00,"Stocks Rally As Israel Regains Ground, Dollar Slides On Fed's Dovish Tone  What's Driving Markets Tuesday? Property Giant Hysan's Borrowing Surges With Fresh  4 Billion Bond Issuance","U.S. stocks experienced a robust rally as of midday trading Tuesday in New York, with Wall Street mirroring the positive sentiment seen in Asia and Europe. Hong Kong property developer Hysan Development Company Limited  OTC  HYSNY  issued a prospectus for up to  4 billion of medium term bonds Monday, more than 10 times its average medium term debt tr"
2023-10-10 04:00:00+00:00,Bank of America Unusual Options Activity For October 11 Rising Prices Squeeze Small Businesses  Only 43  Expect Better Conditions In Next 6 Months,   
2023-10-11 04:00:00+00:00,"As JPMorgan, Citi Kickstart Big Bank Earnings This Week, Analyst Sees Silver Lining In Cloud  'May Not Take Much For Banks To Produce An Upside Surprise'","Bank earnings will likely reveal net interest margin pressure and weak non interest income, an analyst at FactSet says."
2023-10-13 04:00:00+00:00,"Israel Hamas War Shakes Middle East, Inflation Reawakens, Oil Surges  The Week In The Markets Bank of America To Redeem Its Floating Rate Senior Notes Due October 2024 And 0.810  Fixed Floating Rate Senior Notes Due October 2024","Higher than expected inflation data this week caught markets off guard, and the Israel Hamas conflict is sending the markets running to safer assets.  nan"
2023-10-15 04:00:00+00:00,"Goldman Sachs, Bank Of America Q3 Earnings Preview  Will Big Banks Maintain Their Momentum? Bank of America Likely To Report Higher Q3 Revenue  Here's A Look At Recent Price Target Changes By The Most Accurate Analysts Peering Into Bank of America's Recent Short Interest","  Bank of America Corporation  NYSE  BAC  is expected to release financial results for its third quarter, before the opening bell on Oct. 17, 2023.  "
2023-10-16 04:00:00+00:00,"Crude Oil Moves Lower  Bank of America Profit Beats Expectations Bank Of America CEO Brian Moynihan Says Consumer Spending Continues To Slow Due To Higher Rates Stocks Rise On Positive Earnings  Treasury Volatility Returns, Nvidia Stumbles  What's Driving Markets Tuesday? Iran Warning Stops The Market Rally Buy Historic Biden Visit To Israel Is A Positive For The Market Bank Of America CEO Brian Moynihan Says Expect Loan Growth To Pick Up Bank Of America CFO Says We Have Got A Good Investment Banking Pipeline Tesla, Netflix Grab Earnings Spotlight This Week As Analysts Divided On Q3 Reporting Season  What's On Investors' Radar? Preview  Bank of America's Earnings","U.S. stocks traded mostly lower toward the end of trading, with the Nasdaq Composite falling around 50 points on Tuesday.    The Dow traded down 0.09  to 33,954.39 while the NASDAQ fell 0.37  to 13,517.59. The S&amp P 500 also fell, dropping, 0.10  to 4,369.41. Bank Of America Corp  NYSE  BAC  shares got a boost on Tuesday as profits jumped 10 , but CEO Brian Moynihan warned that consumer spending is slowing. Risk sentiment held steady on Tuesday as corporations continued to report better than expected earnings. To gain an edge, this is what you need to know today.     nan nan While analysts look forward to the unfolding reporting season with guarded optimism, they are skeptical regarding forward guidance.  "
2023-10-17 04:00:00+00:00,"Analyst Raises Bank Of America's Price Target To  40, Yet Sees Higher Returns In Other US FIG Stocks Bank of America Analysts Increase Their Forecasts After Upbeat Earnings Oppenheimer Maintains Outperform on Bank of America, Raises Price Target to  49 What's Going On With Bank Of America  BAC  Shares Nvidia, United Airlines, Moderna, Lucid, Bank Of America  Why These Five Stocks Are On Investors' Horizons Today Bank Of America CFO Says Commercial Real Estate Exposure Represents 7  Of Total Loan Portfolio Bank Of America CFO Says It Is Raising Net Interest Income Forecast In 2023 To Up About 9  Bank of America Clocks 10  Income Growth In Q3, CEO Highlights Client and Account Additions Across All Business Lines Bank Of America CFO Said Slowing Pattern In Consumer Spending Is Expected To Continue   Anticipate Headcount To Remain Flattish From This Point Onwards   Deposits Are Performing Better Than The Bank  Expected Bank Of America CFO Said It Recorded The Highest Sales And Trading Revenue In More Than A Decade In Q3   Media Call Earnings Scheduled For October 17, 2023 Bank Of America Q3 Net Interest Income  14.4B, Up 4  Bank Of America Q3 Sales And Trading Revenue  4.4B, Up 8  Bank of America Q3 EPS  0.90 Bank Of America Q3 Consumer Banking Revenue  10.5B, Up 6   Avg. Deposits  980B, Down 8  Bank Of America Q3 Provision For Credit Losses  1.2B, Up  336M Bank of America Q3 Revenue, Net Of Interest Expense,  25.2B, Up 3  Bank of America, Johnson & Johnson And 3 Stocks To Watch Heading Into Tuesday Investor Fear Eases Ahead Of Big Earnings","BMO Capital Markets analyst James Fotheringham reiterated the Market Perform rating on Bank Of America Corporation  NYSE  BAC ,  Bank of America Corp   NYSE  BAC  reported better than expected earnings for its third quarter on Tuesday. nan Bank of America Corp  NYSE  BAC  shares are trading marginally higher by 0.6  to  27.78 Wednesday morning. The company on Tuesday reported better than expected third quarter financial results. U.S. stocks exhibited a mixed performance as the trading day drew to a close, with the Nasdaq Composite taking a dip of around 30 points. nan nan Bank of America Corp  NYSE  BAC  reported a third quarter FY23 net income growth of 10  year over year to  7.8 billio nan nan Companies Reporting Before The Bell      Goldman Sachs Gr  NYSE GS  is projected to report quarterly earnings at  5.31 per share on revenue of  11.14 billion. nan nan nan nan nan nan With U.S. stock futures trading lower this morning on Tuesday, some of the stocks that may grab investor focus today are as follows  The CNN Money Fear and Greed index showed some easing in the fear level, but remained in the & 34 Fear& 34  zone on Monday.    U.S. stocks settled sharply higher, while Treasury yields rose on Monday as investors continued to monitor the ongoing Israel Hamas conflict."
2023-10-18 04:00:00+00:00,"What's Going On With Bank Of America  BAC  Shares? Looking At Bank of America's Recent Unusual Options Activity BMO Capital Maintains Market Perform on Bank of America, Raises Price Target to  40 How To Earn  500 A Month From Bank of America After Earnings Beat Fear & Greed Index Remains In 'Fear' Zone As Investors Assess Earnings Reports",Bank of America Corp  NYSE  BAC  shares are trading marginally lower by 1  to  27.04 going into the close of Thursday& 39 s session.   nan Bank of America Corp  NYSE  BAC  on Tuesday reported better than expected earnings for its third quarter. The CNN Money Fear and Greed index remained in the & 34 Fear& 34  zone on Tuesday.    The S&amp P 500 settled almost flat on Tuesday as investors monitored corporate earnings season. The 10 year U.S. Treasury yield climbed to its highest level since Oct. 6.
2023-10-19 04:00:00+00:00,"Goldman Sachs, Bank Of America And Morgan Stanley Continue Last Week's Momentum Of Exceeding Estimates Despite The Macroeconomic Turmoil","This week, The Goldman Sachs Group Inc  NYSE  GS , Bank of America Corporation  NYSE  BAC  and Morgan Stanley  NYSE  MS  joined their big bank peers in releasing their earnings reports, contin"
2023-10-20 04:00:00+00:00,Warren Buffett's Billion Dollar Dividend Duo  Apple and Coca Cola Account For Over  1.6 Billion A Year In Income For Berkshire Hathaway, 
2023-10-21 04:00:00+00:00,"Bank Of America, Mastercard, NRA And Others Are Lobbying For Cannabis Banking Reform   Who Knew? Benzinga Bulls And Bears  Tesla, Nvidia, Amazon And Signs Of 'Immense Anticipation' For Bitcoin ETF Approval",Several entities have included the Secure and Fair Enforcement Regulation  SAFER  Banking Act on their lobbying disclosures for the third quarter of 2023. Benzinga examined the prospects for many investors& 39  favorite stocks over the last week   here& 39 s a look at some of our top stories.
2023-10-22 04:00:00+00:00,10 Financials Stocks Whale Activity In Today's Session What's Going On With Bank Of America  BAC  Stock?,  Bank of America Corp  NYSE  BAC  shares are trading slightly lower by 0.63  to  26.15 Monday morning. The stock has fallen roughly 4  in the trailing five sessions despite the company last week reporting better than expected 
2023-10-23 04:00:00+00:00,Bank of America Unusual Options Activity, 
2023-10-27 04:00:00+00:00,"US Banks Witness Whopping  100 Billion Deposit Drop In Just Three Weeks, Fed Survey Raises Alarm","Recent data reveals a substantial exodus of deposits from U.S. banks, increasing apprehensions about the robustness of the nation& 39 s financial institutions."
2023-10-29 04:00:00+00:00,Will Biden's Landmark AI Executive Order Push Banking Industry Deeper Into Artificial Intelligence?,"President Joe Biden issued a new executive order on artificial intelligence on Monday, making it the first of a kind to require new safety assessments, equity and civil rights guidance, and research on AI s"
2023-10-30 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-11-01 04:00:00+00:00,What's Going On With Bank Of America  BAC  Stock?,Bank of America Corp  NYSE  BAC  shares are trading higher by 4.2  to  27.50 going into the close of Thursday& 39 s session.
2023-11-02 04:00:00+00:00,"Major Banks Hit By Clearinghouse Glitch, Direct Deposits Delayed The Clearing House Spokesperson Says It Has Experienced A Processing Issue With A Single Ach File  Is Working With Impacted Financial Institutions On The Matter What's Going On With Bank Of America Stock? Fed Reserve Says Automated Clearing House Error Impacting Customers Bank Of America, Chase, Wells Fargo, U.S. Bank, Truist Financial Experiencing Problems This Is What Whales Are Betting On Bank of America","A technical hiccup at a major clearinghouse has led to a cascade of direct deposit delays for customers at several leading banks, including JPMorgan Chase &amp  Co  NYSE   nan Bank of America Corp  NYSE  BAC  shares are trading higher by 3.6  to  28.61 Friday afternoon. nan nan  "
2023-11-03 04:00:00+00:00,Berkshire Hathaway's Operating Earnings Soar Over 40  In Q3   Did Buffett's Empire Defy Economic Headwinds This Season?,Berkshire Hathaway Inc.  NYSE  BRK A   NYSE  BRK B  on Saturday registere
2023-11-04 04:00:00+00:00,CORRECTION  Berkshire Hathaway Said  78  Of The Aggregate Fair Value In Equity Investments Was Concentrated In 5 Companies  American Express  22.6B  Apple  156.8B  Bank of America  28.3B  Coca Cola  22.4B  Chevron  18.6B Berkshire Hathaway Said  78  Of The Aggregate Fair Value In Equity Investments Was Concentrated In 5 Companies  American Express  22.6B  Apple  156.8B  Bank of America  28.3B  Coca Cola  22.4B  Chevron  18.6B,nan nan
2023-11-06 05:00:00+00:00," BAC    Analyzing Bank of America's Short Interest DraftKings To Rally Over 48 ? Here Are 10 Top Analyst Forecasts For Monday What 10 Analyst Ratings Have To Say About Bank of America Insiders Buying Bank of America And 3 Other Stocks Keefe, Bruyette & Woods Upgrades Bank of America to Market Perform, Raises Price Target to  30","  Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page   Although U.S. stocks closed higher on Friday following October s jobs report, there were a few notable insider trades. nan"
2023-11-07 05:00:00+00:00,"Bank Of America CEO Says We Have A Succession Plan In Place  When I Decide, The Board Decides We Will Activate The Succession Plan Bank Of America CEO Says Financial Conditions Are Tightening  Commercial Customers Are Not Borrowing As Much  It Is A Mistake To Think Banks Drive ESG, Companies Drive It  Higher Capital Rules Will Increase Cost Of Doing Business In U.S.  Investment Banking Has A Tremendous Pipeline Of Activity Bank Of America CEO Brian Moynihan Says Research Team Predicting A Soft Landing Of U.S. Economy  Consumer Spending Has Slowed Looking At Bank of America's Recent Unusual Options Activity",nan nan nan  
2023-11-10 05:00:00+00:00,"Unexpected Account Shutdowns At Major Banks Lead To Frustration, Accusations Of Discrimination",Customers of JPMorgan Chase &amp  Co  NYSE  JPM  and Citigroup Inc  NYSE  C  are 
2023-11-11 05:00:00+00:00,"Barron's Weekend Stock Picks  Tesla, Li Auto And Meta Is Back In China",Benzinga reviews this weekend& 39 s top stories covered by Barron& 39 s. Here are the articles investors need to read.
2023-11-12 05:00:00+00:00,10 Financials Stocks With Whale Alerts In Today's Session, 
